132.Brânzeu Doina,figurant,
132.Bârloiu Ciprian,figurant,
132.Bizău Laur,figurant,
132.Berghianu Dionisie,figurant,
132.Bănică Mariana,figurant,
132.Bătrâneanu Lacramioara,figurant,
132.Basarabeanu Oscar,figurant,
132.Avramescu Anton,figurant,
132.Arnautu Camil,figurant,
132.Alexandrescu Martin,figurant,
132.Alexi Fanurie,figurant,
132.Bârlădeanu Dionisie,figurant,
132.Bodiu Loredana,figurant,
132.Ardeleanu Andrei,figurant,
132.Banciu  Irina,figurant,
132.Berghianu Stefan,figurant,
132.Brateș Leon,figurant,
132.Bănulescu Mihail,figurant,
132.Bosânceanu Liviu,figurant,
132.Bărboianu Vasile,figurant,
132.Bozgă Lucretiu,figurant,
132.Brâncoveanu  Laurentiu,figurant,
132.Botean Emilian,figurant,
132.Bodescu Laura,figurant,
132.Bălțat Liviu,figurant,
132.Buhagiar Maria,figurant,
132.Budescu Geta,figurant,
132.Argeșanu Ion,figurant,
132.Badea Cosmin,figurant,
132.Begu Adriana,figurant,
132.Angelescu Eugen,figurant,
132.Bârcă Petre,figurant,
132.Albulescu Anisoara,figurant,
132.Bichineț Denisa,figurant,
132.Borcea Razvan,figurant,
132.Botezan Efrem,figurant,
132.Barzin Adam,figurant,
132.Bengescu Benjamin,figurant,
132.Bătrîneanu Mihai,figurant,
132.Bosânceanu Aurelia,figurant,
132.Bănulescu Cristina,figurant,
132.Brediceanu Gratiela,figurant,
132.Bereș Filoftea,figurant,
132.Bărbuceanu Mariana,figurant,
132.Agârbiceanu Teodosie,figurant,
132.Brânzeu Lucretia,figurant,
132.Bodescu Mariana,figurant,
132.Adoc Dionisie,figurant,
132.Bujo Augustina,figurant,
132.Bogza Pavel,figurant,
132.Armășescu Basarab,figurant,
132.Bodescu Laura,figurant,
132.Brâncuși  Dochia,figurant,
132.Aman Iacob,figurant,
132.Adamache Ionuț,figurant,
132.Borcea Loredana,figurant,
132.Adamache Ruxandra,figurant,
132.Arnăutu Nicolai,figurant,
132.Antoci Grigore,figurant,
132.Boroianu Aurelia,figurant,
132.Bârlădeanu Stefan,figurant,
132.Dumitrescu Pavel,figurant,
132.Baconski  Dimitrie,figurant,
132.Boștină Vladimir,figurant,
132.Bălănescu Mariana,figurant,
132.Barbu Ileana,figurant,
132.Bordea Andrei,figurant,
132.Bîrloiu Benedict,figurant,
132.Breban Damian,figurant,
132.Bărboianu Loredana,figurant,
132.Barcianu  Georgeta,figurant,
132.Andone Luciana,figurant,
132.Brumaru Lazar,figurant,
132.Budescu Liliana,figurant,
132.Bercea Doru,figurant,
132.Brânzeu Luminita,figurant,
132.Adamescu Manuel,figurant,
132.Aman Anica,figurant,
132.Bercu Lucretiu,figurant,
132.Barbu Horia,figurant,
132.Andone Manuela,figurant,
132.Balanici Norbert,figurant,
132.Bârloiu Emilian,figurant,
132.Arnautu Ciprian,figurant,
132.Bereș Nicolae,figurant,
132.Baghiu Serban,figurant,
132.Valisescu Dimitrie,figurant,
132.Baicu Leon,figurant,
132.Agârbiceanu Cornel,figurant,
132.Brâncoveanu  Benedict,figurant,
132.Boteanu Carmen,figurant,
132.Budeanu Stefan,figurant,
132.Argetoianu Eduard,figurant,
132.Berindei  Augustina,figurant,
132.Bosânceanu Andreea,figurant,
132.Botnaru Teodor,figurant,
132.Bănică Teodosie,figurant,
132.Becșenescu Magdalena,figurant,
132.Blaga  Leon,figurant,
132.Badea Ilie,figurant,
132.Bizău Grigore,figurant,
132.Brateș Marian,figurant,
132.Badea Eugen,figurant,
132.Băloșescu Cristofor,figurant,
132.Bacalbașa Lucretia,figurant,
132.Antonescu Cristina,figurant,
132.Baconsky Felicia,figurant,
132.Bădescu Matei,figurant,
132.Bizău Cezar,figurant,
132.Brudașcu Alexie,figurant,
132.Brătescu Marilena,figurant,
132.Boteanu Decebal,figurant,
132.Negoita Ion,figurant,
132.Buhagiar Zahari,figurant,
132.Budescu Antoaneta,figurant,
132.Botezan Nicolae,figurant,
132.Bărbuceanu Augustina,figurant,
132.Albu  Doina,figurant,
132.Berghianu Nicolai,figurant,
132.Bacalbașa Camelia,figurant,
132.Andone Dimitrie,figurant,
132.Barzin Geta,figurant,
132.Bărbuceanu Lidia,figurant,
132.Bălănescu Magdalena,figurant,
132.Bucurescu Haralambie,figurant,
132.Alexandrescu Cristian,figurant,
132.Belimace Mihaela,figurant,
132.Brănescu Alin,figurant,
132.Anton  Matei,figurant,
132.Albu  Luminita,figurant,
132.Brânzeu Fanurie,figurant,
132.Apostol Vladimir,figurant,
132.Buia Vitalie,figurant,
132.Anghel Carmen,figurant,
132.Apostu Anca,figurant,
132.Bizău Fanurie,figurant,
132.Botnaru Vitalie,figurant,
132.Baciu Cristina,figurant,
132.Boteanu Emil,figurant,
132.Brâncoveanu  Felix,figurant,
132.Borăscu Stelian,figurant,
132.Budeanu Diana,figurant,
132.Baicu Ioachim,figurant,
132.Balauru Anton,figurant,
132.Bacalbașa David,figurant,
132.Brateș Andrei,figurant,
132.Botnaru Damian,figurant,
132.Apetrei Dan,figurant,
132.Andone Dumitru,figurant,
132.Bozga Barbu,figurant,
132.Bădărău Stefan,figurant,
132.Becali Laurentiu,figurant,
132.Bănățeanu Ghita,figurant,
132.Bazon Emil,figurant,
132.Barna Constanta,figurant,
132.Baconsky Diana,figurant,
132.Benga Oana,figurant,
132.Stanescu Stelian,figurant,
132.Bozgă Neculai,figurant,
132.Alexandrescu Ion,figurant,
132.Bercu Valeriu,figurant,
132.Bonciu Marian,figurant,
132.Bodnăraș Mihaela,figurant,
132.Bercu Emilian,figurant,
132.Botezan Luchian,figurant,
132.Alexandrescu Luciana,figurant,
132.Badea Aurelia,figurant,
132.Balauru Ioachim,figurant,
132.Brateș Stefan,figurant,
132.Balanici Ilie,figurant,
132.Georgescu Anca,figurant,
132.Stanescu Dionisie,figurant,
132.Albu  Matei,figurant,
132.Adamescu Ciprian,figurant,
132.Bozga Fanurie,figurant,
132.Bârcă Ruxandra,figurant,
132.Bîrloiu Madalina,figurant,
132.Athanasiu Eugen,figurant,
132.Brenduș Marin,figurant,
132.Bîrloiu Manuela,figurant,
132.Bozga Iosif,figurant,
132.Bucur  Basarab,figurant,
132.Bîrlea Ancuta,figurant,
132.Bizău Doru,figurant,
132.Grigorescu Oana,figurant,
132.Bercea Amalia,figurant,
132.Bechet  Iolanda,figurant,
132.Agaparian Petre,figurant,
132.Anghelache Raluca,figurant,
132.Dumitrescu Elena,figurant,
132.Brumaru Adelin,figurant,
132.Anghelache Gabriela,figurant,
132.Balauru Petru,figurant,
132.Bănățeanu Damian,figurant,
132.Florescu Marius,figurant,
132.Albu  Adriana,figurant,
132.Bălănescu Diana,figurant,
132.Bosânceanu Costel,figurant,
132.Alexa  Adelin,figurant,
132.Barna Daniel,figurant,
132.Budeanu Ioan,figurant,
132.Beclean  Nectarie,figurant,
132.Andoni Serban,figurant,
132.Begu Oana,figurant,
132.Bătrîneanu Luchian,figurant,
132.Botnari Angelica,figurant,
132.Bănulescu Ioachim,figurant,
132.Barcianu  Lacramioara,figurant,
132.Brumaru Ioachim,figurant,
132.Bechet  Damian,figurant,
132.Adameșteanu Luiza,figurant,
132.Bratu Anca,figurant,
132.Albulescu Basarab,figurant,
132.Bălănescu Nicolae,figurant,
132.Basarabeanu Matei,figurant,
132.Bordea Diana,figurant,
132.Botnaru Alexie,figurant,
132.Stanescu Petre,figurant,
132.Bădărău Sebastian,figurant,
132.Brenduș Lidia,figurant,
132.Botnari Ghita,figurant,
132.Bîrloiu Diana,figurant,
132.Antal Manuel,figurant,
132.Bodescu Ioana,figurant,
132.Brumaru Basarab,figurant,
132.Baracci Marin,figurant,
132.Arnautu Bogdan,figurant,
132.Bazon Stefan,figurant,
132.Bozga Cristi,figurant,
132.Bolliac Gratiela,figurant,
132.Bereș Andreas,figurant,
132.Botean Oana,figurant,
132.Brumaru Basarab,figurant,
132.Bărboianu Liliana,figurant,
132.Borăscu Anton,figurant,
132.Averescu  Brandusa,figurant,
132.Brânzeu Stefan,figurant,
132.Andone Liviu,figurant,
132.Bărbulescu Benedict,figurant,
132.Bujo Dida,figurant,
132.Grigorescu George,figurant,
132.Anghelache Sorin,figurant,
132.Florescu Gabriel,figurant,
132.Bodescu Florentina,figurant,
132.Bucurescu Basarab,figurant,
132.Bărbuceanu Nectarie,figurant,
132.Bănulescu Stefan,figurant,
132.Bărboianu Grigore,figurant,
132.Bănică Ciprian,figurant,
132.Adoc Cazimir,figurant,
132.Bîrlea George,figurant,
132.Barbu Razvan,figurant,
132.Alexa  Ileana,figurant,
132.Avramescu Anisoara,figurant,
132.Brediceanu Marin,figurant,
132.Bogos Amalia,figurant,
132.Alifantis Eugen,figurant,
132.Argeșanu Andrei,figurant,
132.Adameșteanu Norbert,figurant,
132.Bordea Mihaela,figurant,
132.Botezan Gabriela,figurant,
132.Bacalbașa Emilian,figurant,
132.Angelescu Cornel,figurant,
132.Baconsky Geta,figurant,
132.Boștină Aurelia,figurant,
132.Băsescu  Pavel,figurant,
132.Băsescu  Alex,figurant,
132.Bodnăraș Andreas,figurant,
132.Valisescu Cristina,figurant,
132.Bujo Cristina,figurant,
132.Banciu  Florina,figurant,
132.Breban Benone,figurant,
132.Brătianu Denisa,figurant,
132.Almășan Toma,figurant,
132.Bazon Gabriel,figurant,
132.Baconsky Denis,figurant,
132.Brănescu Camelia,figurant,
132.Arnăutu Dragos,figurant,
132.Brateș Luca,figurant,
132.Bălan Laurentiu,figurant,
132.Botnari Gelu,figurant,
132.Basarabeanu Daniel,figurant,
132.Baconschi Felicia,figurant,
132.Băloșescu Calin,figurant,
132.Baconsky Gratiela,figurant,
132.Valisescu Mihai,figurant,
132.Bârsănescu Andrei,figurant,
132.Borcea Adelin,figurant,
132.Bârcă Amalia,figurant,
132.Negoita Geta,figurant,
132.Brănescu Liliana,figurant,
132.Adamescu Ion,figurant,
132.Bârcă Filoftea,figurant,
132.Bărboianu Daniel,figurant,
132.Balauru Manuel,figurant,
132.Balanici Andrei,figurant,
132.Angelescu Barbu,figurant,
132.Buhagiar Razvan,figurant,
132.Brașoveanu Iurie,figurant,
132.Bentoiu Daniel,figurant,
132.Bozga Gratiela,figurant,
132.Bogos Aurelia,figurant,
132.Bujo Aurelia,figurant,
132.Băloșescu Luminita,figurant,
132.Agîrbiceanu Aurelia,figurant,
132.Basarabeanu Nicolae,figurant,
132.Apostol Ana,figurant,
132.Bădărău Lazar,figurant,
132.Avramescu Cezar,figurant,
132.Boteanu Marian,figurant,
132.Adameșteanu Filip,figurant,
132.Bibescu Emilian,figurant,
132.Bozgă Vasile,figurant,
132.Angelescu Benone,figurant,
132.Adamache Emilian,figurant,
132.Arnăutu Matei,figurant,
132.Antal Luca,figurant,
132.Bega  Gelu,figurant,
132.Brediceanu Aurelia,figurant,
132.Bădulescu Diana,figurant,
132.Brănescu Emilian,figurant,
132.Berindei  Anca,figurant,
132.Brânzeu Alexie,figurant,
132.Bătrîneanu Andreea,figurant,
132.Antonescu Mihai,figurant,
132.Athanasiu Felicia,figurant,
132.Brediceanu Florina,figurant,
132.Argetoianu Norbert,figurant,
132.Baciu Anisoara,figurant,
132.Botezan Teodosie,figurant,
132.Grigorescu Flavia,figurant,
132.Berindei  Felicia,figurant,
132.Anghel Leon,figurant,
132.Botnaru Paul,figurant,
132.Athanasiu Augustina,figurant,
132.Bozga Ana,figurant,
132.Botezan Ilarie,figurant,
132.Bercea Anisoara,figurant,
132.Breban Vasile,figurant,
132.Apostol Laurentiu,figurant,
132.Brătescu Anica,figurant,
132.Alexi Adelin,figurant,
132.Ardelean Cezar,figurant,
132.Anghelescu Maria,figurant,
132.Bejenaru Liviu,figurant,
132.Blaga  Pavel,figurant,
132.Basarabeanu Ioan,figurant,
132.Antonescu Constanta,figurant,
132.Bichineț Bujor,figurant,
132.Antal Adrian,figurant,
132.Budeanu Mariana,figurant,
132.Băsescu  Grigore,figurant,
132.Brediceanu Cornel,figurant,
132.Botnari Cecilia,figurant,
132.Adameșteanu Denisa,figurant,
132.Athanasiu Luiza,figurant,
132.Athanasiu Liviu,figurant,
132.Bălțat Diana,figurant,
132.Ardelean Martin,figurant,
132.Brătianu Felix,figurant,
132.Valisescu Petre,figurant,
132.Brânzeu Leon,figurant,
132.Popescu Lazar,figurant,
132.Berghianu Laur,figurant,
132.Brânzan Anghel,figurant,
132.Bălăceanu Cosmin,figurant,
132.Arnăuțoiu Luca,figurant,
132.Budeanu Oana,figurant,
132.Brâncoveanu  Eduard,figurant,
132.Baghiu Anisoara,figurant,
132.Anghelescu David,figurant,
132.Antonescu Constantin,figurant,
132.Brașoveanu Antonia,figurant,
132.Andone Antoaneta,figurant,
132.Bibescu Arsenie,figurant,
132.Bizău Elena,figurant,
132.Alexandrescu Norbert,figurant,
132.Averescu  Dionisie,figurant,
132.Baconsky Laurentiu,figurant,
132.Aldulescu Craciun,figurant,
132.Apetrei Irina,figurant,
132.Balanici Dan,figurant,
132.Amânar Stefan,figurant,
132.Bănățeanu Aniela,figurant,
132.Angelescu Barbu,figurant,
132.Arnăutu Sorina,figurant,
132.Antoci Dimitrie,figurant,
132.Dumitrescu Ileana,figurant,
132.Beclean  Filoftea,figurant,
132.Brînzan Felicia,figurant,
132.Broșteanu Calin,figurant,
132.Baconschi Laurentiu,figurant,
132.Brătianu Adelin,figurant,
132.Bădulescu Denisa,figurant,
132.Baconsky Anghel,figurant,
132.Braghiș Anghel,figurant,
132.Bodnăraș Cosmin,figurant,
132.Bozgă Raluca,figurant,
132.Bibescu George,figurant,
132.Armășescu Eduard,figurant,
132.Bosînceanu Ciprian,figurant,
132.Bujo Anton,figurant,
132.Barzin Iosif,figurant,
132.Boteanu Costel,figurant,
132.Brânzeu David,figurant,
132.Florescu Sebastian,figurant,
132.Bodnăraș Lidia,figurant,
132.Baracci Gheorghe,figurant,
132.Bănică Iosif,figurant,
132.Becali Ionuț,figurant,
132.Bodiul Ilie,figurant,
132.Bosînceanu Dochia,figurant,
132.Georgescu Benone,figurant,
132.Bodiul Matei,figurant,
132.Apostoleanu Constanta,figurant,
132.Armășescu Fanurie,figurant,
132.Buhuș Pavel,figurant,
132.Balanici Benone,figurant,
132.Bercu David,figurant,
132.Armășescu Lucretiu,figurant,
132.Asachi Aurica,figurant,
132.Stanescu Cosmin,figurant,
132.Albulescu Anca,figurant,
132.Baconski  Ileana,figurant,
132.Baconsky Iustin,figurant,
132.Adameșteanu Denis,figurant,
132.Bîrloiu Marius,figurant,
132.Băsescu  Apostol,figurant,
132.Braghiș Adam,figurant,
132.Botnaru Alex,figurant,
132.Buhuș Gratiela,figurant,
132.Bârloiu Magdalena,figurant,
132.Bordea Anisoara,figurant,
132.Almășan Teodor,figurant,
132.Barcianu  Decebal,figurant,
132.Arnăutu Benedict,figurant,
132.Bărbuceanu Aurica,figurant,
132.Bălănescu Doina,figurant,
132.Almaș Bujor,figurant,
132.Bătrîneanu Petre,figurant,
132.Barzin Angelica,figurant,
132.Belimace Aniela,figurant,
132.Bozga Matei,figurant,
132.Asachi Dochia,figurant,
132.Bozga Georgeta,figurant,
132.Bănulescu Bujor,figurant,
132.Brudașcu Oscar,figurant,
132.Bărboianu Geanina,figurant,
132.Bârlădeanu Luchian,figurant,
132.Bârloiu Decebal,figurant,
132.Borăscu Andreea,figurant,
132.Băsescu  Ioachim,figurant,
132.Botnari Valeriu,figurant,
132.Andronic Dumitru,figurant,
132.Bîrloiu Sebastian,figurant,
132.Andreoiu Adrian,figurant,
132.Bizău Gabriela,figurant,
132.Albulescu Benone,figurant,
132.Bădărău Eugenia,figurant,
132.Bratu Dumitru,figurant,
132.Apostu Valeriu,figurant,
132.Bîrloiu Andreea,figurant,
132.Ionescu Gabriel,figurant,
132.Argeșanu Gheorghe,figurant,
132.Barbu Amalia,figurant,
132.Buhagiar Costel,figurant,
132.Ardeleanu David,figurant,
132.Bozgă Cristofor,figurant,
132.Athanasiu Teodosie,figurant,
132.Bonciu Dan,figurant,
132.Alexa  Adrian,figurant,
132.Brezeanu Valentin,figurant,
132.Bănică Gratiela,figurant,
132.Negoita Zahari,figurant,
132.Aman Ionuț,figurant,
132.Grigorescu Sorina,figurant,
132.Buhuș Florica,figurant,
132.Bujo Anisoara,figurant,
132.Bechet  Madalin,figurant,
132.Brâncuși  Laur,figurant,
132.Balanici Ilarie,figurant,
132.Athanasiu Grigore,figurant,
132.Agaparian Manole,figurant,
132.Alexe Anica,figurant,
132.Băsescu  Anca,figurant,
132.Alexe Flavia,figurant,
132.Andronic Lucretiu,figurant,
132.Brătescu Eusebiu,figurant,
132.Boteanu Damian,figurant,
132.Almășan Benjamin,figurant,
132.Băsescu  Matei,figurant,
132.Bănățeanu Eduard,figurant,
132.Argeșanu Brandusa,figurant,
132.Brătescu Anisoara,figurant,
132.Anghelache Camelia,figurant,
132.Brumaru Martin,figurant,
132.Popescu Iurie,figurant,
132.Andronic Laur,figurant,
132.Aldulescu Aniela,figurant,
132.Antoci Ancuta,figurant,
132.Bega  Anisoara,figurant,
132.Bălan Anghel,figurant,
132.Aldulescu Spiridon,figurant,
132.Botezan Vasile,figurant,
132.Breban Angelica,figurant,
132.Apostoleanu Benone,figurant,
132.Basarabeanu Denis,figurant,
132.Baconsky Ioana,figurant,
132.Boteanu Basarab,figurant,
132.Stanescu Ghita,figurant,
132.Adamache Efrem,figurant,
132.Bîrloiu Apostol,figurant,
132.Apostoleanu Anton,figurant,
132.Brateș Felix,figurant,
132.Brenduș Filip,figurant,
132.Băloșescu Cazimir,figurant,
132.Aman Augustina,figurant,
132.Besoiu Cecilia,figurant,
132.Botezan Alin,figurant,
132.Bechet  Bartolomeu,figurant,
132.Alifantis Dan,figurant,
132.Bazon Stefan,figurant,
132.Brateș Adam,figurant,
132.Almășan Aurora,figurant,
132.Andreoiu Andreea,figurant,
132.Brediceanu Gheorghe,figurant,
132.Botnaru Anca,figurant,
132.Popescu Ioachim,figurant,
132.Brânzeu Doina,figurant,
132.Bârloiu Ciprian,figurant,
132.Bizău Laur,figurant,
132.Berghianu Dionisie,figurant,
132.Bănică Mariana,figurant,
132.Bătrâneanu Lacramioara,figurant,
132.Basarabeanu Oscar,figurant,
132.Avramescu Anton,figurant,
132.Arnautu Camil,figurant,
132.Alexandrescu Martin,figurant,
132.Alexi Fanurie,figurant,
132.Bârlădeanu Dionisie,figurant,
132.Bodiu Loredana,figurant,
132.Ardeleanu Andrei,figurant,
132.Banciu  Irina,figurant,
132.Berghianu Stefan,figurant,
132.Brateș Leon,figurant,
132.Bănulescu Mihail,figurant,
132.Bosânceanu Liviu,figurant,
132.Bărboianu Vasile,figurant,
132.Bozgă Lucretiu,figurant,
132.Brâncoveanu  Laurentiu,figurant,
132.Botean Emilian,figurant,
132.Bodescu Laura,figurant,
132.Bălțat Liviu,figurant,
132.Buhagiar Maria,figurant,
132.Budescu Geta,figurant,
132.Argeșanu Ion,figurant,
132.Badea Cosmin,figurant,
132.Begu Adriana,figurant,
132.Angelescu Eugen,figurant,
132.Bârcă Petre,figurant,
132.Albulescu Anisoara,figurant,
132.Bichineț Denisa,figurant,
132.Borcea Razvan,figurant,
132.Botezan Efrem,figurant,
132.Barzin Adam,figurant,
132.Bengescu Benjamin,figurant,
132.Bătrîneanu Mihai,figurant,
132.Bosânceanu Aurelia,figurant,
132.Bănulescu Cristina,figurant,
132.Brediceanu Gratiela,figurant,
132.Bereș Filoftea,figurant,
132.Bărbuceanu Mariana,figurant,
132.Agârbiceanu Teodosie,figurant,
132.Brânzeu Lucretia,figurant,
132.Bodescu Mariana,figurant,
132.Adoc Dionisie,figurant,
132.Bujo Augustina,figurant,
132.Bogza Pavel,figurant,
132.Armășescu Basarab,figurant,
132.Bodescu Laura,figurant,
132.Brâncuși  Dochia,figurant,
132.Aman Iacob,figurant,
132.Adamache Ionuț,figurant,
132.Borcea Loredana,figurant,
132.Adamache Ruxandra,figurant,
132.Arnăutu Nicolai,figurant,
132.Antoci Grigore,figurant,
132.Boroianu Aurelia,figurant,
132.Bârlădeanu Stefan,figurant,
132.Dumitrescu Pavel,figurant,
132.Baconski  Dimitrie,figurant,
132.Boștină Vladimir,figurant,
132.Bălănescu Mariana,figurant,
132.Barbu Ileana,figurant,
132.Bordea Andrei,figurant,
132.Bîrloiu Benedict,figurant,
132.Breban Damian,figurant,
132.Bărboianu Loredana,figurant,
132.Barcianu  Georgeta,figurant,
132.Andone Luciana,figurant,
132.Brumaru Lazar,figurant,
132.Budescu Liliana,figurant,
132.Bercea Doru,figurant,
132.Brânzeu Luminita,figurant,
132.Adamescu Manuel,figurant,
132.Aman Anica,figurant,
132.Bercu Lucretiu,figurant,
132.Barbu Horia,figurant,
132.Andone Manuela,figurant,
132.Balanici Norbert,figurant,
132.Bârloiu Emilian,figurant,
132.Arnautu Ciprian,figurant,
132.Bereș Nicolae,figurant,
132.Baghiu Serban,figurant,
132.Valisescu Dimitrie,figurant,
132.Baicu Leon,figurant,
132.Agârbiceanu Cornel,figurant,
132.Brâncoveanu  Benedict,figurant,
132.Boteanu Carmen,figurant,
132.Budeanu Stefan,figurant,
132.Argetoianu Eduard,figurant,
132.Berindei  Augustina,figurant,
132.Bosânceanu Andreea,figurant,
132.Botnaru Teodor,figurant,
132.Bănică Teodosie,figurant,
132.Becșenescu Magdalena,figurant,
132.Blaga  Leon,figurant,
132.Badea Ilie,figurant,
132.Bizău Grigore,figurant,
132.Brateș Marian,figurant,
132.Badea Eugen,figurant,
132.Băloșescu Cristofor,figurant,
132.Bacalbașa Lucretia,figurant,
132.Antonescu Cristina,figurant,
132.Baconsky Felicia,figurant,
132.Bădescu Matei,figurant,
132.Bizău Cezar,figurant,
132.Brudașcu Alexie,figurant,
132.Brătescu Marilena,figurant,
132.Boteanu Decebal,figurant,
132.Negoita Ion,figurant,
132.Buhagiar Zahari,figurant,
132.Budescu Antoaneta,figurant,
132.Botezan Nicolae,figurant,
132.Bărbuceanu Augustina,figurant,
132.Albu  Doina,figurant,
132.Berghianu Nicolai,figurant,
132.Bacalbașa Camelia,figurant,
132.Andone Dimitrie,figurant,
132.Barzin Geta,figurant,
132.Bărbuceanu Lidia,figurant,
132.Bălănescu Magdalena,figurant,
132.Bucurescu Haralambie,figurant,
132.Alexandrescu Cristian,figurant,
132.Belimace Mihaela,figurant,
132.Brănescu Alin,figurant,
132.Anton  Matei,figurant,
132.Albu  Luminita,figurant,
132.Brânzeu Fanurie,figurant,
132.Apostol Vladimir,figurant,
132.Buia Vitalie,figurant,
132.Anghel Carmen,figurant,
132.Apostu Anca,figurant,
132.Bizău Fanurie,figurant,
132.Botnaru Vitalie,figurant,
132.Baciu Cristina,figurant,
132.Boteanu Emil,figurant,
132.Brâncoveanu  Felix,figurant,
132.Borăscu Stelian,figurant,
132.Budeanu Diana,figurant,
132.Baicu Ioachim,figurant,
132.Balauru Anton,figurant,
132.Bacalbașa David,figurant,
132.Brateș Andrei,figurant,
132.Botnaru Damian,figurant,
132.Apetrei Dan,figurant,
132.Andone Dumitru,figurant,
132.Bozga Barbu,figurant,
132.Bădărău Stefan,figurant,
132.Becali Laurentiu,figurant,
132.Bănățeanu Ghita,figurant,
132.Bazon Emil,figurant,
132.Barna Constanta,figurant,
132.Baconsky Diana,figurant,
132.Benga Oana,figurant,
132.Stanescu Stelian,figurant,
132.Bozgă Neculai,figurant,
132.Alexandrescu Ion,figurant,
132.Bercu Valeriu,figurant,
132.Bonciu Marian,figurant,
132.Bodnăraș Mihaela,figurant,
132.Bercu Emilian,figurant,
132.Botezan Luchian,figurant,
132.Alexandrescu Luciana,figurant,
132.Badea Aurelia,figurant,
132.Balauru Ioachim,figurant,
132.Brateș Stefan,figurant,
132.Balanici Ilie,figurant,
132.Georgescu Anca,figurant,
132.Stanescu Dionisie,figurant,
132.Albu  Matei,figurant,
132.Adamescu Ciprian,figurant,
132.Bozga Fanurie,figurant,
132.Bârcă Ruxandra,figurant,
132.Bîrloiu Madalina,figurant,
132.Athanasiu Eugen,figurant,
132.Brenduș Marin,figurant,
132.Bîrloiu Manuela,figurant,
132.Bozga Iosif,figurant,
132.Bucur  Basarab,figurant,
132.Bîrlea Ancuta,figurant,
132.Bizău Doru,figurant,
132.Grigorescu Oana,figurant,
132.Bercea Amalia,figurant,
132.Bechet  Iolanda,figurant,
132.Agaparian Petre,figurant,
132.Anghelache Raluca,figurant,
132.Dumitrescu Elena,figurant,
132.Brumaru Adelin,figurant,
132.Anghelache Gabriela,figurant,
132.Balauru Petru,figurant,
132.Bănățeanu Damian,figurant,
132.Florescu Marius,figurant,
132.Albu  Adriana,figurant,
132.Bălănescu Diana,figurant,
132.Bosânceanu Costel,figurant,
132.Alexa  Adelin,figurant,
132.Barna Daniel,figurant,
132.Budeanu Ioan,figurant,
132.Beclean  Nectarie,figurant,
132.Andoni Serban,figurant,
132.Begu Oana,figurant,
132.Bătrîneanu Luchian,figurant,
132.Botnari Angelica,figurant,
132.Bănulescu Ioachim,figurant,
132.Barcianu  Lacramioara,figurant,
132.Brumaru Ioachim,figurant,
132.Bechet  Damian,figurant,
132.Adameșteanu Luiza,figurant,
132.Bratu Anca,figurant,
132.Albulescu Basarab,figurant,
132.Bălănescu Nicolae,figurant,
132.Basarabeanu Matei,figurant,
132.Bordea Diana,figurant,
132.Botnaru Alexie,figurant,
132.Stanescu Petre,figurant,
132.Bădărău Sebastian,figurant,
132.Brenduș Lidia,figurant,
132.Botnari Ghita,figurant,
132.Bîrloiu Diana,figurant,
132.Antal Manuel,figurant,
132.Bodescu Ioana,figurant,
132.Brumaru Basarab,figurant,
132.Baracci Marin,figurant,
132.Arnautu Bogdan,figurant,
132.Bazon Stefan,figurant,
132.Bozga Cristi,figurant,
132.Bolliac Gratiela,figurant,
132.Bereș Andreas,figurant,
132.Botean Oana,figurant,
132.Brumaru Basarab,figurant,
132.Bărboianu Liliana,figurant,
132.Borăscu Anton,figurant,
132.Averescu  Brandusa,figurant,
132.Brânzeu Stefan,figurant,
132.Andone Liviu,figurant,
132.Bărbulescu Benedict,figurant,
132.Bujo Dida,figurant,
132.Grigorescu George,figurant,
132.Anghelache Sorin,figurant,
132.Florescu Gabriel,figurant,
132.Bodescu Florentina,figurant,
132.Bucurescu Basarab,figurant,
132.Bărbuceanu Nectarie,figurant,
132.Bănulescu Stefan,figurant,
132.Bărboianu Grigore,figurant,
132.Bănică Ciprian,figurant,
132.Adoc Cazimir,figurant,
132.Bîrlea George,figurant,
132.Barbu Razvan,figurant,
132.Alexa  Ileana,figurant,
132.Avramescu Anisoara,figurant,
132.Brediceanu Marin,figurant,
132.Bogos Amalia,figurant,
132.Alifantis Eugen,figurant,
132.Argeșanu Andrei,figurant,
132.Adameșteanu Norbert,figurant,
132.Bordea Mihaela,figurant,
132.Botezan Gabriela,figurant,
132.Bacalbașa Emilian,figurant,
132.Angelescu Cornel,figurant,
132.Baconsky Geta,figurant,
132.Boștină Aurelia,figurant,
132.Băsescu  Pavel,figurant,
132.Băsescu  Alex,figurant,
132.Bodnăraș Andreas,figurant,
132.Valisescu Cristina,figurant,
132.Bujo Cristina,figurant,
132.Banciu  Florina,figurant,
132.Breban Benone,figurant,
132.Brătianu Denisa,figurant,
132.Almășan Toma,figurant,
132.Bazon Gabriel,figurant,
132.Baconsky Denis,figurant,
132.Brănescu Camelia,figurant,
132.Arnăutu Dragos,figurant,
132.Brateș Luca,figurant,
132.Bălan Laurentiu,figurant,
132.Botnari Gelu,figurant,
132.Basarabeanu Daniel,figurant,
132.Baconschi Felicia,figurant,
132.Băloșescu Calin,figurant,
132.Baconsky Gratiela,figurant,
132.Valisescu Mihai,figurant,
132.Bârsănescu Andrei,figurant,
132.Borcea Adelin,figurant,
132.Bârcă Amalia,figurant,
132.Negoita Geta,figurant,
